visual_name,property_category,property_name,property_description,property_values
hundredPercentStackedAreaChart,visualHeaderTooltip,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,visualHeaderTooltip,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,visualHeaderTooltip,section,Page,Expected type: string
hundredPercentStackedAreaChart,visualHeaderTooltip,text,Tooltip text,Expected type: string
hundredPercentStackedAreaChart,visualHeaderTooltip,themedBackground,Color,Expected type: color
hundredPercentStackedAreaChart,visualHeaderTooltip,themedTitleFontColor,Color,Expected type: color
hundredPercentStackedAreaChart,visualHeaderTooltip,titleFontColor,Color,Expected type: color
hundredPercentStackedAreaChart,visualHeaderTooltip,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,visualHeaderTooltip,type,Type,"Default, Canvas"
hundredPercentStackedAreaChart,visualHeaderTooltip,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,visualLink,bookmark,Bookmark,Expected type: string
hundredPercentStackedAreaChart,visualLink,dataFunction,Color,Expected type: object
hundredPercentStackedAreaChart,visualLink,dataFunction.byReference,Color,Expected type: object
hundredPercentStackedAreaChart,visualLink,dataFunction.byReference.itemId,Color,Expected type: string
hundredPercentStackedAreaChart,visualLink,dataFunction.byReference.workspaceId,Color,Expected type: string
hundredPercentStackedAreaChart,visualLink,dataFunction.byReference.folderId,Color,Expected type: string
hundredPercentStackedAreaChart,visualLink,disabledTooltip,Disabled tooltip,Expected type: string
hundredPercentStackedAreaChart,visualLink,drillthroughSection,Destination,Expected type: string
hundredPercentStackedAreaChart,visualLink,enabledTooltip,Enabled tooltip,Expected type: string
hundredPercentStackedAreaChart,visualLink,navigationSection,Destination,Expected type: string
hundredPercentStackedAreaChart,visualLink,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,visualLink,showDefaultTooltip,Show tooltips,Expected type: boolean
hundredPercentStackedAreaChart,visualLink,suppressDefaultTooltip,No tooltips,Expected type: boolean
hundredPercentStackedAreaChart,visualLink,tooltip,Tooltip,Expected type: string
hundredPercentStackedAreaChart,visualLink,tooltipPlaceholderText,Placeholder for tooltip,Expected type: string
hundredPercentStackedAreaChart,visualLink,type,Type,"Back, Bookmark, Drillthrough, PageNavigation, Qna, WebUrl, ApplyAllSlicers, ClearAllSlicers, DataFunction"
hundredPercentStackedAreaChart,visualLink,webUrl,Web URL,Expected type: string
hundredPercentStackedAreaChart,visualTooltip,actionFontColor,Color,Expected type: color
hundredPercentStackedAreaChart,visualTooltip,background,Color,Expected type: color
hundredPercentStackedAreaChart,visualTooltip,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,visualTooltip,fontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,visualTooltip,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,visualTooltip,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,visualTooltip,section,Page,Expected type: string
hundredPercentStackedAreaChart,visualTooltip,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,visualTooltip,themedBackground,Color,Expected type: color
hundredPercentStackedAreaChart,visualTooltip,themedTitleFontColor,Color,Expected type: color
hundredPercentStackedAreaChart,visualTooltip,themedValueFontColor,Color,Expected type: color
hundredPercentStackedAreaChart,visualTooltip,titleFontColor,Color,Expected type: color
hundredPercentStackedAreaChart,visualTooltip,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,visualTooltip,type,Type,"Default, Canvas"
hundredPercentStackedAreaChart,visualTooltip,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,visualTooltip,valueFontColor,Color,Expected type: color
hundredPercentStackedAreaChart,annotationTemplate,callout,Color,Expected type: object
hundredPercentStackedAreaChart,categoryAxis,axisStyle,Style,"showTitleOnly, showUnitOnly, showBoth"
hundredPercentStackedAreaChart,categoryAxis,axisType,Type,"Scalar, Categorical"
hundredPercentStackedAreaChart,categoryAxis,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,concatenateLabels,Concatenate labels,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,end,End,"Expected type: number, string"
hundredPercentStackedAreaChart,categoryAxis,fontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,categoryAxis,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,categoryAxis,gridlineAutoScale,Scale by width,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,gridlineColor,Color,Expected type: color
hundredPercentStackedAreaChart,categoryAxis,gridlineDashArray,Dash array,Expected type: string
hundredPercentStackedAreaChart,categoryAxis,gridlineDashCap,Dash cap,"none, round, square"
hundredPercentStackedAreaChart,categoryAxis,gridlineShow,Show,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,gridlineStyle,Line style,"solid, dashed, dotted, custom"
hundredPercentStackedAreaChart,categoryAxis,gridlineThickness,Width,Expected type: number
hundredPercentStackedAreaChart,categoryAxis,gridlineTransparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,categoryAxis,invertAxis,Invert axis,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,labelColor,Color,Expected type: color
hundredPercentStackedAreaChart,categoryAxis,labelDisplayUnits,Color,"0, 1, 1000, 1000000, 1000000000, 1000000000000"
hundredPercentStackedAreaChart,categoryAxis,labelPrecision,Value decimal places,Expected type: integer
hundredPercentStackedAreaChart,categoryAxis,logAxisScale,Logarithmic scale,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,maxMarginFactor,Maximum size,Expected type: integer
hundredPercentStackedAreaChart,categoryAxis,preferredCategoryWidth,Minimum category width,Expected type: number
hundredPercentStackedAreaChart,categoryAxis,reverseStackOrder,Reverse stack order,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,showAxisTitle,Title,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,start,Start,"Expected type: number, string"
hundredPercentStackedAreaChart,categoryAxis,titleBold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,titleColor,Color,Expected type: color
hundredPercentStackedAreaChart,categoryAxis,titleFontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,categoryAxis,titleFontSize,Color,Expected type: number
hundredPercentStackedAreaChart,categoryAxis,titleItalic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,titleText,Axis title,Expected type: string
hundredPercentStackedAreaChart,categoryAxis,titleUnderline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,categoryAxis,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,dataPoint,defaultColor,Color,Expected type: color
hundredPercentStackedAreaChart,dataPoint,fill,Color,Expected type: color
hundredPercentStackedAreaChart,dataPoint,showAllDataPoints,Show all,Expected type: boolean
hundredPercentStackedAreaChart,dataPoint,transparency,Area transparency,Expected type: number
hundredPercentStackedAreaChart,filters,filteredToUniqueValue,Color,Expected type: boolean
hundredPercentStackedAreaChart,general,formatString,Color,Expected type: string
hundredPercentStackedAreaChart,general,responsive,Responsive,Expected type: boolean
hundredPercentStackedAreaChart,general,responsiveLegacy,Color,Expected type: boolean
hundredPercentStackedAreaChart,labels,backgroundColor,Color,Expected type: color
hundredPercentStackedAreaChart,labels,backgroundTransparency,Transparency,Expected type: integer
hundredPercentStackedAreaChart,labels,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,labels,color,Color,Expected type: color
hundredPercentStackedAreaChart,labels,detailBold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,labels,detailColor,Color,Expected type: color
hundredPercentStackedAreaChart,labels,detailContentType,Content,"Percent of total, Custom"
hundredPercentStackedAreaChart,labels,detailCustomFormatString,Format code,Expected type: string
hundredPercentStackedAreaChart,labels,detailFontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,labels,detailFontSize,Color,Expected type: number
hundredPercentStackedAreaChart,labels,detailItalic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,labels,detailLabelDisplayUnits,Display units,"0, 1, 1000, 1000000, 1000000000, 1000000000000, -1"
hundredPercentStackedAreaChart,labels,detailLabelPrecision,Value decimal places,Expected type: integer
hundredPercentStackedAreaChart,labels,detailShowBlankAs,Show blank as,Expected type: string
hundredPercentStackedAreaChart,labels,detailTransparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,labels,detailUnderline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,labels,dynamicLabelDetail,Field,"Expected type: string, number, integer, boolean"
hundredPercentStackedAreaChart,labels,dynamicLabelTitle,Field,"Expected type: string, number, integer, boolean"
hundredPercentStackedAreaChart,labels,dynamicLabelValue,Field,"Expected type: string, number, integer, boolean"
hundredPercentStackedAreaChart,labels,enableBackground,Show background,Expected type: boolean
hundredPercentStackedAreaChart,labels,enableDetailDataLabel,Color,Expected type: boolean
hundredPercentStackedAreaChart,labels,enableTitleDataLabel,Color,Expected type: boolean
hundredPercentStackedAreaChart,labels,enableValueDataLabel,Color,Expected type: boolean
hundredPercentStackedAreaChart,labels,fontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,labels,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,labels,horizontalAlignment,Color,"left, center, right"
hundredPercentStackedAreaChart,labels,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,labels,labelContainerMaxWidth,Maximum width,Expected type: number
hundredPercentStackedAreaChart,labels,labelContentLayout,Layout,"MultiLine, SingleLine"
hundredPercentStackedAreaChart,labels,labelDensity,Label density,Expected type: integer
hundredPercentStackedAreaChart,labels,labelDisplayUnits,Display units,"0, 1, 1000, 1000000, 1000000000, 1000000000000, -1"
hundredPercentStackedAreaChart,labels,labelPosition,Position,"Auto, InsideEnd, OutsideEnd, InsideCenter, InsideBase, Above, Under"
hundredPercentStackedAreaChart,labels,labelPrecision,Value decimal places,Expected type: integer
hundredPercentStackedAreaChart,labels,leaderLines,Leader lines,Expected type: boolean
hundredPercentStackedAreaChart,labels,maximumOffset,Maximum offset,Expected type: number
hundredPercentStackedAreaChart,labels,minimumOffset,Minimum offset,Expected type: number
hundredPercentStackedAreaChart,labels,optimizeLabelDisplay,Optimize label display,Expected type: boolean
hundredPercentStackedAreaChart,labels,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,labels,showAll,Customize series,Expected type: boolean
hundredPercentStackedAreaChart,labels,showBlankAs,Show blank as,Expected type: string
hundredPercentStackedAreaChart,labels,showByDefault,Color,Expected type: boolean
hundredPercentStackedAreaChart,labels,showDynamicLabels,Custom label,Expected type: boolean
hundredPercentStackedAreaChart,labels,showSeries,Show,Expected type: boolean
hundredPercentStackedAreaChart,labels,titleBold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,labels,titleColor,Color,Expected type: color
hundredPercentStackedAreaChart,labels,titleContentType,Content,"Series name, Custom"
hundredPercentStackedAreaChart,labels,titleCustomFormatString,Format code,Expected type: string
hundredPercentStackedAreaChart,labels,titleFontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,labels,titleFontSize,Color,Expected type: number
hundredPercentStackedAreaChart,labels,titleItalic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,labels,titleLabelDisplayUnits,Display units,"0, 1, 1000, 1000000, 1000000000, 1000000000000, -1"
hundredPercentStackedAreaChart,labels,titleLabelPrecision,Value decimal places,Expected type: integer
hundredPercentStackedAreaChart,labels,titleShowBlankAs,Show blank as,Expected type: string
hundredPercentStackedAreaChart,labels,titleTransparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,labels,titleUnderline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,labels,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,labels,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,labels,valueCustomFormatString,Format code,Expected type: string
hundredPercentStackedAreaChart,layout,seriesOrderReversed,Reverse order,Expected type: boolean
hundredPercentStackedAreaChart,legend,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,legend,fontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,legend,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,legend,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,legend,labelColor,Color,Expected type: color
hundredPercentStackedAreaChart,legend,legendMarkerRendering,Style,"markerCircleDefault, markerOnly, lineOnly, lineAndMarker"
hundredPercentStackedAreaChart,legend,matchLineColor,Match line color,Expected type: boolean
hundredPercentStackedAreaChart,legend,position,Position,"Top, TopCenter, TopRight, Left, Right, LeftCenter, RightCenter, Bottom, BottomCenter, BottomRight"
hundredPercentStackedAreaChart,legend,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,legend,showTitle,Title,Expected type: boolean
hundredPercentStackedAreaChart,legend,titleText,Legend Name,Expected type: string
hundredPercentStackedAreaChart,legend,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,areaColor,Color,Expected type: color
hundredPercentStackedAreaChart,lineStyles,areaMatchStrokeColor,Match line color,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,areaShow,Shade area,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,interpolationSmooth,Smooth type,"monotoneX, cardinal"
hundredPercentStackedAreaChart,lineStyles,interpolationSmoothParam,Tension,Expected type: number
hundredPercentStackedAreaChart,lineStyles,interpolationStep,Step position,"before, center, after"
hundredPercentStackedAreaChart,lineStyles,lineChartType,Interpolation type,"linear, smooth, step"
hundredPercentStackedAreaChart,lineStyles,lineStyle,Line style,"solid, dashed, dotted, custom"
hundredPercentStackedAreaChart,lineStyles,markerColor,Color,Expected type: color
hundredPercentStackedAreaChart,lineStyles,markerShape,Type,"circle, square, diamond, triangle, x, shortDash, longDash, plus"
hundredPercentStackedAreaChart,lineStyles,markerSize,Size,Expected type: number
hundredPercentStackedAreaChart,lineStyles,showMarker,Show,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,showMarkerByDefault,Color,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,showSeries,Customize series,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,strokeAutoScale,Scale by width,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,strokeDashArray,Dash array,Expected type: string
hundredPercentStackedAreaChart,lineStyles,strokeDashCap,Dash cap,"none, round, square"
hundredPercentStackedAreaChart,lineStyles,strokeLineJoin,Join type,"miter, round, bevel"
hundredPercentStackedAreaChart,lineStyles,strokeShow,Show,Expected type: boolean
hundredPercentStackedAreaChart,lineStyles,strokeTransparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,lineStyles,strokeWidth,Width,Expected type: number
hundredPercentStackedAreaChart,markers,borderColor,Color,Expected type: color
hundredPercentStackedAreaChart,markers,borderColorMatchFill,Match fill color,Expected type: boolean
hundredPercentStackedAreaChart,markers,borderShow,Border,Expected type: boolean
hundredPercentStackedAreaChart,markers,borderTransparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,markers,borderWidth,Width,Expected type: number
hundredPercentStackedAreaChart,markers,rotation,Rotation,Expected type: number
hundredPercentStackedAreaChart,markers,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,plotArea,image,Color,Expected type: object
hundredPercentStackedAreaChart,plotArea,image.name,Color,Expected type: string
hundredPercentStackedAreaChart,plotArea,image.url,Color,Expected type: string
hundredPercentStackedAreaChart,plotArea,image.scaling,Color,"Normal, Fit, Fill"
hundredPercentStackedAreaChart,plotArea,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,scalarKey,min,Color,Expected type: string
hundredPercentStackedAreaChart,seriesLabels,backgroundColor,Color,Expected type: color
hundredPercentStackedAreaChart,seriesLabels,backgroundTransparency,Transparency,Expected type: integer
hundredPercentStackedAreaChart,seriesLabels,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,seriesLabels,enableBackground,Show background,Expected type: boolean
hundredPercentStackedAreaChart,seriesLabels,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,seriesLabels,seriesColor,Color,Expected type: color
hundredPercentStackedAreaChart,seriesLabels,seriesFontFamily,Series font family,Expected type: string
hundredPercentStackedAreaChart,seriesLabels,seriesMaximumWidth,Maximum width,Expected type: integer
hundredPercentStackedAreaChart,seriesLabels,seriesPosition,Series position,"Left, Right"
hundredPercentStackedAreaChart,seriesLabels,seriesWordWrap,Word wrap,Expected type: boolean
hundredPercentStackedAreaChart,seriesLabels,show,Show for this series,Expected type: boolean
hundredPercentStackedAreaChart,seriesLabels,showAll,Customize series,Expected type: boolean
hundredPercentStackedAreaChart,seriesLabels,showByDefault,Color,Expected type: boolean
hundredPercentStackedAreaChart,seriesLabels,textSize,Color,Expected type: number
hundredPercentStackedAreaChart,seriesLabels,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,smallMultiplesLayout,advancedPaddingOptions,Advanced padding options,Expected type: boolean
hundredPercentStackedAreaChart,smallMultiplesLayout,backgroundColor,Color,Expected type: color
hundredPercentStackedAreaChart,smallMultiplesLayout,backgroundTransparency,Background transparency,Expected type: number
hundredPercentStackedAreaChart,smallMultiplesLayout,columnCount,Columns,Expected type: integer
hundredPercentStackedAreaChart,smallMultiplesLayout,columnPaddingInner,Inner column padding,Expected type: number
hundredPercentStackedAreaChart,smallMultiplesLayout,columnPaddingOuter,Outer column padding,Expected type: number
hundredPercentStackedAreaChart,smallMultiplesLayout,gridLineColor,Color,Expected type: color
hundredPercentStackedAreaChart,smallMultiplesLayout,gridLineShow,Show,Expected type: boolean
hundredPercentStackedAreaChart,smallMultiplesLayout,gridLineStyle,Line style,"solid, dashed, dotted"
hundredPercentStackedAreaChart,smallMultiplesLayout,gridLineTransparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,smallMultiplesLayout,gridLineType,Gridlines,"all, inner, innerHorizontal, innerVertical"
hundredPercentStackedAreaChart,smallMultiplesLayout,gridLineWidth,Width,Expected type: number
hundredPercentStackedAreaChart,smallMultiplesLayout,gridPadding,Grid padding,Expected type: number
hundredPercentStackedAreaChart,smallMultiplesLayout,layoutType,Grid layout,"auto, custom"
hundredPercentStackedAreaChart,smallMultiplesLayout,rowCount,Rows,Expected type: integer
hundredPercentStackedAreaChart,smallMultiplesLayout,rowPaddingInner,Inner row padding,Expected type: number
hundredPercentStackedAreaChart,smallMultiplesLayout,rowPaddingOuter,Outer row padding,Expected type: number
hundredPercentStackedAreaChart,subheader,alignment,Color,"left, center, right"
hundredPercentStackedAreaChart,subheader,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,subheader,fontColor,Color,Expected type: color
hundredPercentStackedAreaChart,subheader,fontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,subheader,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,subheader,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,subheader,position,Position,"top, bottom"
hundredPercentStackedAreaChart,subheader,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,subheader,titleWrap,Word wrap,Expected type: boolean
hundredPercentStackedAreaChart,subheader,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,totals,backgroundColor,Color,Expected type: color
hundredPercentStackedAreaChart,totals,backgroundTransparency,Transparency,Expected type: integer
hundredPercentStackedAreaChart,totals,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,totals,color,Color,Expected type: color
hundredPercentStackedAreaChart,totals,enableBackground,Show background,Expected type: boolean
hundredPercentStackedAreaChart,totals,fontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,totals,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,totals,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,totals,labelDisplayUnits,Color,"0, 1, 1000, 1000000, 1000000000, 1000000000000"
hundredPercentStackedAreaChart,totals,labelPrecision,Value decimal places,Expected type: integer
hundredPercentStackedAreaChart,totals,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,totals,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,trend,autoScale,Scale by width,Expected type: boolean
hundredPercentStackedAreaChart,trend,combineSeries,Combine series,Expected type: boolean
hundredPercentStackedAreaChart,trend,dashArray,Dash array,Expected type: string
hundredPercentStackedAreaChart,trend,dashCap,Dash cap,"none, round, square"
hundredPercentStackedAreaChart,trend,displayName,Name,Expected type: string
hundredPercentStackedAreaChart,trend,lineColor,Color,Expected type: color
hundredPercentStackedAreaChart,trend,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,trend,style,Line style,"solid, dashed, dotted, custom"
hundredPercentStackedAreaChart,trend,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,trend,useHighlightValues,Use highlight values,Expected type: boolean
hundredPercentStackedAreaChart,trend,width,Width,Expected type: number
hundredPercentStackedAreaChart,valueAxis,axisStyle,Style,"showTitleOnly, showUnitOnly, showBoth"
hundredPercentStackedAreaChart,valueAxis,bold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,end,End,"Expected type: number, string"
hundredPercentStackedAreaChart,valueAxis,fontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,valueAxis,fontSize,Color,Expected type: number
hundredPercentStackedAreaChart,valueAxis,gridlineAutoScale,Scale by width,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,gridlineColor,Color,Expected type: color
hundredPercentStackedAreaChart,valueAxis,gridlineDashArray,Dash array,Expected type: string
hundredPercentStackedAreaChart,valueAxis,gridlineDashCap,Dash cap,"none, round, square"
hundredPercentStackedAreaChart,valueAxis,gridlineShow,Show,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,gridlineStyle,Line style,"solid, dashed, dotted, custom"
hundredPercentStackedAreaChart,valueAxis,gridlineThickness,Width,Expected type: number
hundredPercentStackedAreaChart,valueAxis,gridlineTransparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,valueAxis,invertAxis,Invert axis,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,italic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,labelColor,Color,Expected type: color
hundredPercentStackedAreaChart,valueAxis,labelDisplayUnits,Color,"0, 1, 1000, 1000000, 1000000000, 1000000000000"
hundredPercentStackedAreaChart,valueAxis,labelPrecision,Value decimal places,Expected type: integer
hundredPercentStackedAreaChart,valueAxis,logAxisScale,Logarithmic scale,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,scaleToFit,Scale to fit,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,sharedAxis,Shared y-axis,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,showAxisTitle,Title,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,start,Start,"Expected type: number, string"
hundredPercentStackedAreaChart,valueAxis,switchAxisPosition,Switch axis position,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,titleBold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,titleColor,Color,Expected type: color
hundredPercentStackedAreaChart,valueAxis,titleFontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,valueAxis,titleFontSize,Color,Expected type: number
hundredPercentStackedAreaChart,valueAxis,titleItalic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,titleText,Axis title,Expected type: string
hundredPercentStackedAreaChart,valueAxis,titleUnderline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,valueAxis,underline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,xAxisReferenceLine,autoScale,Scale by width,Expected type: boolean
hundredPercentStackedAreaChart,xAxisReferenceLine,dashArray,Dash array,Expected type: string
hundredPercentStackedAreaChart,xAxisReferenceLine,dashCap,Dash cap,"none, round, square"
hundredPercentStackedAreaChart,xAxisReferenceLine,dataLabelColor,Color,Expected type: color
hundredPercentStackedAreaChart,xAxisReferenceLine,dataLabelDecimalPoints,Value decimal places,Expected type: number
hundredPercentStackedAreaChart,xAxisReferenceLine,dataLabelDisplayUnits,Color,"0, 1, 1000, 1000000, 1000000000, 1000000000000"
hundredPercentStackedAreaChart,xAxisReferenceLine,dataLabelHorizontalPosition,Horizontal position,"left, right"
hundredPercentStackedAreaChart,xAxisReferenceLine,dataLabelShow,Data label,Expected type: boolean
hundredPercentStackedAreaChart,xAxisReferenceLine,dataLabelText,Text,"Value, Name, ValueAndName"
hundredPercentStackedAreaChart,xAxisReferenceLine,dataLabelVerticalPosition,Vertical position,"above, under"
hundredPercentStackedAreaChart,xAxisReferenceLine,displayName,Name,Expected type: string
hundredPercentStackedAreaChart,xAxisReferenceLine,lineColor,Color,Expected type: color
hundredPercentStackedAreaChart,xAxisReferenceLine,position,Position,"back, front"
hundredPercentStackedAreaChart,xAxisReferenceLine,shadeColor,Color,Expected type: color
hundredPercentStackedAreaChart,xAxisReferenceLine,shadeRegion,Shade region,"before, after, none"
hundredPercentStackedAreaChart,xAxisReferenceLine,shadeTransparency,Shade transparency,Expected type: number
hundredPercentStackedAreaChart,xAxisReferenceLine,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,xAxisReferenceLine,style,Line style,"solid, dashed, dotted, custom"
hundredPercentStackedAreaChart,xAxisReferenceLine,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,xAxisReferenceLine,value,Value,"Expected type: number, string"
hundredPercentStackedAreaChart,xAxisReferenceLine,width,Width,Expected type: number
hundredPercentStackedAreaChart,y1AxisReferenceLine,autoScale,Scale by width,Expected type: boolean
hundredPercentStackedAreaChart,y1AxisReferenceLine,dashArray,Dash array,Expected type: string
hundredPercentStackedAreaChart,y1AxisReferenceLine,dashCap,Dash cap,"none, round, square"
hundredPercentStackedAreaChart,y1AxisReferenceLine,dataLabelColor,Color,Expected type: color
hundredPercentStackedAreaChart,y1AxisReferenceLine,dataLabelDecimalPoints,Value decimal places,Expected type: number
hundredPercentStackedAreaChart,y1AxisReferenceLine,dataLabelDisplayUnits,Color,"0, 1, 1000, 1000000, 1000000000, 1000000000000"
hundredPercentStackedAreaChart,y1AxisReferenceLine,dataLabelHorizontalPosition,Horizontal position,"left, right"
hundredPercentStackedAreaChart,y1AxisReferenceLine,dataLabelShow,Data label,Expected type: boolean
hundredPercentStackedAreaChart,y1AxisReferenceLine,dataLabelText,Text,"Value, Name, ValueAndName"
hundredPercentStackedAreaChart,y1AxisReferenceLine,dataLabelVerticalPosition,Vertical position,"above, under"
hundredPercentStackedAreaChart,y1AxisReferenceLine,displayName,Name,Expected type: string
hundredPercentStackedAreaChart,y1AxisReferenceLine,lineColor,Color,Expected type: color
hundredPercentStackedAreaChart,y1AxisReferenceLine,position,Position,"back, front"
hundredPercentStackedAreaChart,y1AxisReferenceLine,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,y1AxisReferenceLine,style,Line style,"solid, dashed, dotted, custom"
hundredPercentStackedAreaChart,y1AxisReferenceLine,transparency,Transparency,Expected type: number
hundredPercentStackedAreaChart,y1AxisReferenceLine,value,Value,Expected type: number
hundredPercentStackedAreaChart,y1AxisReferenceLine,width,Width,Expected type: number
hundredPercentStackedAreaChart,y2Axis,secAxisStyle,Style,"showTitleOnly, showUnitOnly, showBoth"
hundredPercentStackedAreaChart,y2Axis,secBold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,secEnd,End,Expected type: number
hundredPercentStackedAreaChart,y2Axis,secFontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,y2Axis,secFontSize,Color,Expected type: number
hundredPercentStackedAreaChart,y2Axis,secItalic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,secLabelColor,Color,Expected type: color
hundredPercentStackedAreaChart,y2Axis,secLabelDisplayUnits,Color,"0, 1, 1000, 1000000, 1000000000, 1000000000000"
hundredPercentStackedAreaChart,y2Axis,secLabelPrecision,Value decimal places,Expected type: integer
